iter	Passed	Remaining
463	743	858
464	744	856
465	745	853
466	746	851
467	746	849
468	747	846
469	748	844
470	749	841
471	750	839
472	751	836
473	752	834
474	753	832
475	753	830
476	754	827
477	755	825
478	756	822
479	757	820
480	758	818
481	759	815
482	759	813
483	761	811
484	762	809
485	763	807
486	764	805
487	765	803
488	766	800
489	767	798
490	768	796
491	769	794
492	770	791
493	771	789
494	771	787
495	772	785
496	773	782
497	774	780
498	775	778
499	776	776
500	777	774
501	778	772
502	778	769
503	779	767
504	780	765
505	781	763
506	782	761
507	783	759
508	784	757
509	785	754
510	786	752
511	787	750
512	788	748
513	789	746
514	789	743
515	790	741
516	791	739
517	792	737
518	793	735
519	794	732
520	795	730
521	796	729
522	797	726
523	797	724
524	798	722
525	799	720
526	800	718
527	801	716
528	802	714
529	803	712
530	804	710
531	805	708
532	806	706
533	807	704
534	807	702
535	808	700
536	809	698
537	810	695
538	811	693
539	812	691
540	813	689
541	813	687
542	814	685
543	815	683
544	816	681
545	817	679
546	818	677
547	819	675
548	820	673
549	820	671
550	821	669
551	822	667
552	823	665
553	824	663
554	825	661
555	825	659
556	826	657
557	827	655
558	828	653
559	829	651
560	830	649
561	831	647
562	831	645
563	832	643
564	833	641
565	834	640
566	835	638
567	836	636
568	837	634
569	838	632
570	838	630
571	839	628
572	840	626
573	841	624
574	842	622
575	843	620
576	844	619
577	845	617
578	845	614
579	846	613
580	847	611
581	848	609
582	849	607
583	849	605
584	850	603
585	851	601
586	852	599
587	853	597
588	854	596
589	855	594
590	856	592
591	857	590
592	858	589
593	859	587
594	860	585
595	860	583
596	861	581
597	862	579
598	863	578
599	864	576
600	865	574
601	865	572
602	866	570
603	867	568
604	868	566
605	869	565
606	870	563
607	870	561
608	871	559
609	872	557
610	873	556
611	874	554
612	875	552
613	876	550
614	877	549
615	877	547
616	879	545
617	879	543
618	880	542
619	881	540
620	882	538
621	883	536
622	884	535
623	885	533
624	886	531
625	886	529
626	887	527
627	888	526
628	889	524
629	890	522
630	891	521
631	892	519
632	892	517
633	893	516
634	894	514
635	895	512
636	896	510
637	897	509
638	897	507
639	898	505
640	899	503
641	900	502
642	901	500
643	902	498
644	903	497
645	904	495
646	905	494
647	906	492
648	907	490
649	908	488
650	908	487
651	910	485
652	910	484
653	911	482
654	912	480
655	913	478
656	914	477
657	915	475
658	916	474
659	916	472
660	918	470
661	918	469
662	919	467
663	920	465
664	921	464
665	922	462
666	923	461
667	924	459
668	925	457
669	926	456
670	927	454
671	928	452
672	929	451
673	929	449
674	930	448
675	931	446
676	932	445
677	933	443
678	934	441
679	935	440
680	936	438
681	937	437
682	938	435
683	938	433
684	939	432
685	940	430
686	941	428
687	942	427
688	943	425
689	943	424
690	944	422
691	945	420
692	946	419
693	947	417
694	948	416
695	949	414
696	950	413
697	951	411
698	952	410
699	953	408
700	954	407
701	955	405
702	955	403
703	956	402
704	957	400
705	957	398
706	958	397
707	959	395
708	960	394
709	961	392
710	962	391
711	963	389
712	964	388
713	965	386
714	966	385
715	966	383
716	968	382
717	968	380
718	970	379
719	971	377
720	972	376
721	972	374
722	974	373
723	974	371
724	975	370
725	976	368
726	977	367
727	978	365
728	979	364
729	980	362
730	980	360
731	981	359
732	982	357
733	983	356
734	984	354
735	984	353
736	985	351
737	986	350
738	987	348
739	988	347
740	989	345
741	989	344
742	990	342
743	991	341
744	992	339
745	993	338
746	994	336
747	994	335
748	995	333
749	996	332
750	997	330
751	998	329
752	999	327
753	1000	326
754	1001	324
755	1002	323
756	1002	321
757	1003	320
758	1004	318
759	1005	317
760	1006	316
761	1007	314
762	1008	313
763	1009	311
764	1009	310
765	1010	308
766	1011	307
767	1012	305
768	1013	304
769	1014	303
770	1015	301
771	1016	300
772	1017	298
773	1018	297
774	1018	295
775	1019	294
776	1020	292
777	1021	291
778	1022	290
779	1023	288
780	1023	287
781	1024	285
782	1025	284
783	1026	282
784	1027	281
785	1028	280
786	1029	278
787	1030	277
788	1031	275
789	1032	274
790	1032	272
791	1034	271
792	1034	270
793	1035	268
794	1036	267
795	1037	265
796	1038	264
797	1039	263
798	1040	261
799	1040	260
800	1041	258
801	1042	257
802	1043	255
803	1044	254
804	1045	253
805	1046	251
806	1046	250
807	1047	248
808	1048	247
809	1049	246
810	1050	244
811	1051	243
812	1051	241
813	1052	240
814	1053	239
815	1054	237
816	1055	236
817	1056	235
818	1056	233
819	1057	232
820	1058	230
821	1059	229
822	1060	228
823	1061	226
824	1062	225
825	1063	223
826	1063	222
827	1064	221
828	1065	219
829	1066	218
830	1067	217
831	1067	215
832	1068	214
833	1069	212
834	1070	211
835	1071	210
836	1071	208
837	1072	207
838	1073	205
839	1074	204
840	1075	203
841	1076	201
842	1076	200
843	1077	199
844	1078	197
845	1079	196
846	1080	195
847	1081	193
848	1082	192
849	1082	191
850	1083	189
851	1084	188
852	1086	187
853	1086	185
854	1087	184
855	1088	183
856	1089	181
857	1090	180
858	1091	179
859	1092	177
860	1093	176
861	1094	175
862	1094	173
863	1095	172
864	1096	171
865	1097	169
866	1098	168
867	1099	167
868	1100	165
869	1100	164
870	1101	163
871	1102	161
872	1103	160
873	1104	159
874	1105	157
875	1106	156
876	1107	155
877	1107	153
878	1108	152
879	1109	151
880	1110	149
881	1111	148
882	1112	147
883	1112	146
884	1113	144
885	1114	143
886	1115	142
887	1116	140
888	1116	139
889	1117	138
890	1118	136
891	1119	135
892	1120	134
893	1120	132
894	1121	131
895	1122	130
896	1123	129
897	1124	127
898	1125	126
899	1125	125
900	1126	123
901	1127	122
902	1128	121
903	1129	119
904	1129	118
905	1130	117
906	1131	116
907	1132	114
908	1132	113
909	1133	112
910	1134	110
911	1135	109
912	1136	108
913	1136	106
914	1137	105
915	1138	104
916	1139	103
917	1140	101
918	1141	100
919	1142	99
920	1142	98
921	1143	96
922	1144	95
923	1145	94
924	1146	92
925	1147	91
926	1147	90
927	1148	89
928	1149	87
929	1150	86
930	1150	85
931	1151	84
932	1152	82
933	1153	81
934	1153	80
935	1154	78
936	1155	77
937	1156	76
938	1156	75
939	1157	73
940	1158	72
941	1159	71
942	1160	70
943	1161	68
944	1161	67
945	1162	66
946	1163	65
947	1164	63
948	1165	62
949	1165	61
950	1166	60
951	1167	58
952	1168	57
953	1168	56
954	1169	55
955	1170	53
956	1171	52
957	1171	51
958	1172	50
959	1173	48
960	1174	47
961	1175	46
962	1176	45
963	1177	43
964	1177	42
965	1178	41
966	1180	40
967	1181	39
968	1182	37
969	1183	36
970	1184	35
971	1186	34
972	1187	32
973	1188	31
974	1189	30
975	1190	29
976	1191	28
977	1192	26
978	1193	25
979	1194	24
980	1195	23
981	1197	21
982	1198	20
983	1199	19
984	1200	18
985	1201	17
986	1202	15
987	1203	14
988	1204	13
989	1205	12
990	1206	10
991	1207	9
992	1208	8
993	1209	7
994	1210	6
995	1211	4
996	1212	3
997	1213	2
998	1215	1
999	1216	0
